'sample interval',PCG
1505,3400
1506,4600
1507,5600
1508,6600
1509,3400
1510,-1600
1511,-2600
1512,400
1513,2400
1514,2000
1515,600
1516,200
1517,1000
1518,1200
1519,1200
1520,1000
1521,600
1522,0
1523,-1200
1524,-2000
1525,-1800
1526,-2200
1527,-4000
1528,-5200
1529,-4200
1530,-3400
1531,-3600
1532,-3600
1533,-3600
1534,-2400
1535,-200
1536,3000
1537,4600
1538,4400
1539,3600
1540,3000
1541,2600
1542,200
1543,-800
1544,200
1545,1000
1546,400
1547,-2600
1548,-4200
1549,-3000
1550,0
1551,3200
1552,3800
1553,2200
1554,-200
1555,-2000
1556,-1400
1557,-600
1558,-1000
1559,-1800
1560,-1600
1561,-400
1562,600
1563,1000
1564,600
1565,-400
1566,-400
1567,0
1568,400
1569,-200
1570,-800
1571,-200
1572,200
1573,200
1574,-600
1575,-1600
1576,-1400
1577,200
1578,2800
1579,3800
1580,3000
1581,2000
1582,800
1583,-1200
1584,-2800
1585,-800
1586,1600
1587,-4200
1588,-12000
1589,-7600
1590,3600
1591,5400
1592,-2400
1593,-5400
1594,1400
1595,7600
1596,5200
1597,-400
1598,-2000
1599,-1800
1600,-800
1601,600
1602,1600
1603,2600
1604,3200
1605,3000
1606,1400
1607,-1200
1608,-3600
1609,-4800
1610,-4000
1611,-1400
1612,200
1613,600
1614,200
1615,-1200
1616,-2200
1617,-1400
1618,-600
1619,-1800
1620,-4400
1621,-5000
1622,1000
1623,5400
1624,6600
1625,6600
1626,6800
1627,9000
1628,9600
1629,6600
1630,-1000
1631,-8600
1632,-11000
1633,-9400
1634,-6600
1635,-5000
1636,-4800
1637,-3400
1638,-600
1639,1600
1640,1200
1641,-400
1642,-1600
1643,-2200
1644,-1800
1645,-400
1646,800
1647,2000
1648,3800
1649,5400
1650,3800
1651,1800
1652,0
1653,-1800
1654,-3400
1655,-2400
1656,800
1657,2800
1658,800
1659,-400
1660,2200
1661,5400
1662,5200
1663,1800
1664,600
1665,2000
1666,2000
1667,-600
1668,-6000
1669,-9000
1670,-7200
1671,-3800
1672,-1600
1673,-1000
1674,-1800
1675,-3800
1676,-5400
1677,-4600
1678,-800
1679,4200
1680,6800
1681,5600
1682,2400
1683,1600
1684,3000
1685,4600
1686,4800
1687,2600
1688,-1000
1689,-3600
1690,-4400
1691,-2600
1692,-1200
1693,-1000
1694,-1200
1695,-1000
1696,-1000
1697,-1400
1698,-1800
1699,-200
1700,1800
1701,1600
1702,400
1703,0
1704,1200
1705,1200
1706,400
1707,-800
1708,-1000
1709,-600
1710,-1600
1711,-3400
1712,-4200
1713,-2800
1714,-200
1715,2800
1716,4400
1717,4000
1718,2600
1719,1400
1720,600
1721,200
1722,-1000
1723,-800
1724,-600
1725,-2200
1726,-4200
1727,-6000
1728,-5600
1729,-3200
1730,600
1731,2200
1732,2000
1733,2000
1734,2000
1735,2400
1736,4200
1737,5000
1738,2800
1739,-1200
1740,-3200
1741,-2600
1742,-2000
1743,-2000
1744,-1800
1745,200
1746,1600
1747,2000
1748,2800
1749,1800
1750,-1200
1751,-2600
1752,-1200
1753,0
1754,-400
1755,-1200
1756,-1800
1757,-1000
1758,600
1759,400
1760,-2600
1761,-6000
1762,-6800
1763,-4400
1764,1400
1765,5400
1766,7200
1767,9200
1768,11200
1769,7800
1770,2000
1771,200
1772,-2000
1773,-7400
1774,-10200
1775,-10000
1776,-7600
1777,-5200
1778,-1800
1779,1600
1780,2600
1781,2600
1782,800
1783,-4000
1784,-8600
1785,-7800
1786,1200
1787,11200
1788,11800
1789,6200
1790,3000
1791,1600
1792,800
1793,-400
1794,-3000
1795,-4200
1796,-1400
1797,3600
1798,5600
1799,3000
1800,200
1801,-1800
1802,-4600
1803,-5200
1804,-1000
1805,2400
1806,200
1807,-4200
1808,-6000
1809,-4600
1810,-1600
1811,1400
1812,4200
1813,4800
1814,3600
1815,800
1816,-3200
1817,-5600
1818,-4400
1819,-1000
1820,2400
1821,4400
1822,5000
1823,3400
1824,400
1825,-1800
1826,-2400
1827,-2200
1828,-3000
1829,-3200
1830,-2200
1831,-600
1832,1000
1833,1000
1834,800
1835,3000
1836,5200
1837,4800
1838,-2600
1839,-11400
1840,-10000
1841,1600
1842,9600
1843,8200
1844,-200
1845,-8600
1846,-9000
1847,-13200
1848,-2600
1849,15200
1850,25400
1851,4200
1852,-17000
1853,-17200
1854,1000
1855,-2800
1856,-4200
1857,-3200
1858,-3200
1859,-6400
1860,-25600
1861,-16400
1862,11200
1863,20800
1864,25400
1865,25400
1866,7800
1867,-9400
1868,200
1869,6600
1870,10400
1871,12400
1872,6000
1873,-5200
1874,-13600
1875,-11800
1876,-1600
1877,5400
1878,15000
1879,22200
1880,5000
1881,-11800
1882,-12400
1883,-7800
1884,-8000
1885,-9800
1886,-3200
1887,5200
1888,7600
1889,6800
1890,7000
1891,9400
1892,11200
1893,7800
1894,-2000
1895,-7800
1896,-6000
1897,-1200
1898,-600
1899,-4200
1900,-6800
1901,-6600
1902,-5400
1903,-6600
1904,-9200
1905,-5800
1906,5600
1907,11000
1908,11600
1909,9600
1910,10000
1911,15800
1912,15600
1913,2400
1914,-9400
1915,-13000
1916,-12000
1917,-9800
1918,-7200
1919,-4200
1920,-600
1921,1400
1922,1400
1923,200
1924,-1800
1925,3400
1926,600
1927,1600
1928,9600
1929,3600
1930,-10200
1931,-14400
1932,-3400
1933,10400
1934,14000
1935,8600
1936,1800
1937,-9400
1938,-20800
1939,-9200
1940,4600
1941,10400
1942,11200
1943,7800
1944,3400
1945,600
1946,-1000
1947,-2400
1948,-3600
1949,-3000
1950,-400
1951,3800
1952,9400
1953,10800
1954,4400
1955,-5600
1956,-10800
1957,-11800
1958,-10600
1959,-7800
1960,-3800
1961,200
1962,2800
1963,2600
1964,800
1965,0
1966,400
1967,800
1968,0
1969,-400
1970,0
1971,1600
1972,1600
1973,400
1974,0
1975,200
1976,-1200
1977,-3400
1978,-3800
1979,-1200
1980,3000
1981,4200
1982,3400
1983,2200
1984,1800
1985,1600
1986,1600
1987,2200
1988,1600
1989,400
1990,-200
1991,-400
1992,-800
1993,-1800
1994,-2600
1995,-2800
1996,-2800
1997,-2400
1998,-2000
1999,-800
2000,800
2001,2600
2002,2400
2003,600
2004,-1200
2005,-1600
2006,-1200
2007,-1400
2008,-2400
2009,-3400
2010,-3200
2011,-2400
2012,-200
2013,3200
2014,4800
2015,2400
2016,-800
2017,-3000
2018,-1800
2019,1200
2020,2400
2021,1400
2022,0
2023,-800
2024,-800
2025,600
2026,3000
2027,5200
2028,2400
2029,-600
2030,600
2031,3600
2032,600
2033,-6000
2034,-6400
2035,-1600
2036,800
2037,-800
2038,-1000
2039,2800
2040,3400
2041,-2600
2042,-9200
2043,-11600
2044,-9200
2045,-7400
2046,-2400
2047,5400
2048,8600
2049,9600
2050,8400
2051,6200
2052,5400
2053,8200
2054,9400
2055,3200
2056,-6000
2057,-10600
2058,-10200
2059,-8000
2060,-6800
2061,-5600
2062,-1800
2063,2600
2064,3600
2065,1400
2066,-2200
2067,400
2068,4200
2069,-1200
2070,-6200
2071,-400
2072,7800
2073,5600
2074,-1400
2075,-2400
2076,600
2077,2800
2078,-2000
2079,-8200
2080,-6000
2081,1600
2082,5000
2083,3600
2084,2800
2085,5400
2086,5400
2087,-1000
2088,-6200
2089,-2600
2090,3200
2091,-200
2092,-6800
2093,-6800
2094,-3200
2095,-600
2096,-1000
2097,-1400
2098,1800
2099,2600
2100,-2000
2101,-4200
2102,600
2103,4800
2104,1400
2105,-4000
2106,-2600
2107,2400
2108,4800
2109,6000
2110,6200
2111,2600
2112,-1600
2113,-2400
2114,-600
2115,-200
2116,-2800
2117,-3600
2118,-2400
2119,-1000
2120,-800
2121,-400
2122,1000
2123,2400
2124,1600
2125,-800
2126,-2600
2127,-4800
2128,-6400
2129,-6400
2130,-3400
2131,1200
2132,3400
2133,2400
2134,1800
2135,2800
2136,4000
2137,4200
2138,2600
2139,1200
2140,-400
2141,-400
2142,600
2143,1400
2144,800
2145,-1400
2146,-2600
2147,-2400
2148,-1600
2149,-2200
2150,-4200
2151,-6200
2152,-5400
2153,-2000
2154,2600
2155,3600
2156,1800
2157,-400
2158,-1400
2159,0
2160,3200
2161,4200
2162,2600
2163,200
2164,-1200
2165,-1200
2166,-400
2167,1200
2168,3600
2169,5200
2170,5400
2171,3400
2172,0
2173,-2800
2174,-4000
2175,-4000
2176,-3800
2177,-4400
2178,-5400
2179,-5200
2180,-4000
2181,-3200
2182,-3800
2183,-4400
2184,-4800
2185,-4400
2186,-2000
2187,3800
2188,8600
2189,10000
2190,9600
2191,9600
2192,11600
2193,13400
2194,9800
2195,-5200
2196,-11000
2197,-12400
2198,-11200
2199,-9800
2200,-8400
2201,-5000
2202,-1800
2203,-400
2204,1000
2205,3400
2206,2800
2207,-1200
2208,-3600
2209,-1800
2210,1200
2211,3000
2212,3200
2213,2800
2214,3200
2215,5400
2216,7600
2217,6200
2218,200
2219,-5400
2220,-6400
2221,-4000
2222,-400
2223,1600
2224,200
2225,1400
2226,7600
2227,8200
2228,-800
2229,-7800
2230,-8600
2231,-8600
2232,-10400
2233,-8800
2234,-2600
2235,1800
2236,4400
2237,9400
2238,10400
2239,1000
2240,-6800
2241,-1200
2242,6400
2243,3600
2244,-3600
2245,-4200
2246,1000
2247,5400
2248,4000
2249,-2000
2250,-4000
2251,-1200
2252,2200
2253,3000
2254,-600
2255,-4000
2256,-800
2257,7000
2258,9200
2259,-400
2260,-6400
2261,-6800
2262,-6200
2263,-5400
2264,-4200
2265,-3000
2266,-1800
2267,-600
2268,200
2269,600
2270,1000
2271,0
2272,-600
2273,200
2274,2000
2275,2000
2276,-200
2277,-3400
2278,-4400
2279,-3800
2280,-5800
2281,-6000
2282,5400
2283,10200
2284,10000
2285,8200
2286,6000
2287,4000
2288,2400
2289,1400
2290,400
2291,-600
2292,-1200
2293,-1400
2294,-1400
2295,-1200
2296,-1400
2297,-2000
2298,-3600
2299,-4600
2300,-3600
2301,-1000
2302,2400
2303,5600
2304,3400
2305,-2400
2306,-6600
2307,-8600
2308,-7600
2309,-3000
2310,1400
2311,4000
2312,6000
2313,7200
2314,4400
2315,-600
2316,-3400
2317,-2800
2318,800
2319,3800
2320,3800
2321,2400
2322,-200
2323,-4200
2324,-6000
2325,-6000
2326,-5000
2327,-4000
2328,-2600
2329,-1000
2330,600
2331,1600
2332,800
2333,800
2334,1400
2335,1400
2336,1000
2337,400
2338,400
2339,0
2340,-200
2341,-600
2342,-1200
2343,-2400
2344,-2600
2345,-2000
2346,-2200
2347,-2800
2348,-3000
2349,-2000
2350,3600
2351,8000
2352,8800
2353,7400
2354,5200
2355,3600
2356,2200
2357,600
2358,-800
2359,-1000
2360,-1000
2361,-1000
2362,-1200
2363,-1200
2364,-1400
2365,-2000
2366,-3400
2367,-3200
2368,-1600
2369,-200
2370,800
2371,1400
2372,3600
2373,4400
2374,-7800
2375,-10400
2376,-2200
2377,6000
